[11:15:52] [main/INFO]: ModLauncher running: args [--username, Casmin7, --version, forge-43.2.6, --gameDir, D:\Games\Mc\Instances\Starlight Society, --assetsDir, D:\Games\Mc\Install\assets, --assetIndex, 1.19, --uuid, 82f7ff2fdabd4b699217fbbd8d63ccff, --accessToken, ????????, --clientId, Y2IxMmNmNWYtOGZiNS00ZDYyLTg1NTgtM2E3MDIxMzRlNGZi, --xuid, 2535466807799235, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 43.2.6, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853]
[11:15:52] [main/INFO]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 17.0.3 by Microsoft; OS Windows 10 arch amd64 version 10.0
[11:16:56] [Render thread/INFO]: Registering categories: minecraft:jeresources took 479.0 ms
[11:16:56] [Render thread/INFO]: Registering categories: supplementaries:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering categories: supplementaries:jei_plugin took 4.000 ?s
[11:16:56] [Render thread/INFO]: Registering categories: farmersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering categories: farmersdelight:jei_plugin took 2.921 ms
[11:16:56] [Render thread/INFO]: Registering categories: curios:curios ...
[11:16:56] [Render thread/INFO]: Registering categories: curios:curios took 2.600 ?s
[11:16:56] [Render thread/INFO]: Registering categories: patchouli:patchouli ...
[11:16:56] [Render thread/INFO]: Registering categories: patchouli:patchouli took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering categories: trashslot:trashslot ...
[11:16:56] [Render thread/INFO]: Registering categories: trashslot:trashslot took 1.600 ?s
[11:16:56] [Render thread/INFO]: Registering categories: jei:gui ...
[11:16:56] [Render thread/INFO]: Registering categories: jei:gui took 1.900 ?s
[11:16:56] [Render thread/INFO]: Registering categories: jei:debug ...
[11:16:56] [Render thread/INFO]: Registering categories: jei:debug took 5.500 ?s
[11:16:56] [Render thread/INFO]: Registering categories: jei:forge_gui ...
[11:16:56] [Render thread/INFO]: Registering categories: jei:forge_gui took 3.400 ?s
[11:16:56] [Render thread/INFO]: Registering categories: visualworkbench:crafting ...
[11:16:56] [Render thread/INFO]: Registering categories: visualworkbench:crafting took 2.300 ?s
[11:16:56] [Render thread/INFO]: Registering categories: artifacts:main ...
[11:16:56] [Render thread/INFO]: Registering categories: artifacts:main took 6.700 ?s
[11:16:56] [Render thread/INFO]: Registering categories: ars_nouveau:main ...
[11:16:56] [Render thread/INFO]: Registering categories: ars_nouveau:main took 3.887 ms
[11:16:56] [Render thread/INFO]: Registering categories: toolbelt:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering categories: toolbelt:jei_plugin took 3.000 ?s
[11:16:56] [Render thread/INFO]: Registering categories: jade:main ...
[11:16:56] [Render thread/INFO]: Registering categories: jade:main took 2.000 ?s
[11:16:56] [Render thread/INFO]: Registering categories: nethersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering categories: nethersdelight:jei_plugin took 1.418 ms
[11:16:56] [Render thread/INFO]: Registering categories: create:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering categories: create:jei_plugin took 22.52 ms
[11:16:56] [Render thread/INFO]: Registering categories: justenoughprofessions:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering categories: justenoughprofessions:jei_plugin took 1.223 ms
[11:16:56] [Render thread/INFO]: Registering categories: quark:quark ...
[11:16:56] [Render thread/INFO]: Registering categories: quark:quark took 46.00 ?s
[11:16:56] [Render thread/INFO]: Registering categories: ars_elemental:main ...
[11:16:56] [Render thread/INFO]: Registering categories: ars_elemental:main took 527.3 ?s
[11:16:56] [Render thread/INFO]: Registering categories: delightful:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering categories: delightful:jei_plugin took 2.400 ?s
[11:16:56] [Render thread/INFO]: Registering categories: createaddition:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering categories: createaddition:jei_plugin took 2.651 ms
[11:16:56] [Render thread/INFO]: Registering categories: ad_astra:jei ...
[11:16:56] [Render thread/INFO]: Registering categories: ad_astra:jei took 2.646 ms
[11:16:56] [Render thread/INFO]: Registering categories: ad_astra_giselle_addon:jei ...
[11:16:56] [Render thread/INFO]: Registering categories: ad_astra_giselle_addon:jei took 246.9 ?s
[11:16:56] [Render thread/INFO]: Registering categories: jei:internal ...
[11:16:56] [Render thread/INFO]: Registering categories: jei:internal took 519.6 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: jei:minecraft ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: jei:minecraft took 761.3 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: minecraft:jeresources ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: minecraft:jeresources took 4.600 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: supplementaries:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: supplementaries:jei_plugin took 1.900 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: farmersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: farmersdelight:jei_plugin took 2.400 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: curios:curios ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: curios:curios took 1.600 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: patchouli:patchouli ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: patchouli:patchouli took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: trashslot:trashslot ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: trashslot:trashslot took 1.300 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: jei:gui ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: jei:gui took 1.800 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: jei:debug ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: jei:debug took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: jei:forge_gui ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: jei:forge_gui took 1.200 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: visualworkbench:crafting ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: visualworkbench:crafting took 1.300 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: artifacts:main ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: artifacts:main took 1.800 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: ars_nouveau:main ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: ars_nouveau:main took 1.200 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: toolbelt:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: toolbelt:jei_plugin took 2.400 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: jade:main ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: jade:main took 1.200 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: nethersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: nethersdelight:jei_plugin took 2.300 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: create:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: create:jei_plugin took 1.800 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: justenoughprofessions:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: justenoughprofessions:jei_plugin took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: quark:quark ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: quark:quark took 884.4 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: ars_elemental:main ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: ars_elemental:main took 3.700 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: delightful:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: delightful:jei_plugin took 1.900 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: createaddition:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: createaddition:jei_plugin took 2.900 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: ad_astra:jei ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: ad_astra:jei took 2.500 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: ad_astra_giselle_addon:jei ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: ad_astra_giselle_addon:jei took 2.800 ?s
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: jei:internal ...
[11:16:56] [Render thread/INFO]: Registering vanilla category extensions: jei:internal took 1.300 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: jei:minecraft ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: jei:minecraft took 546.8 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: minecraft:jeresources ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: minecraft:jeresources took 3.400 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: supplementaries:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: supplementaries:jei_plugin took 2.700 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: farmersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: farmersdelight:jei_plugin took 47.30 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: curios:curios ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: curios:curios took 2.400 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: patchouli:patchouli ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: patchouli:patchouli took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: trashslot:trashslot ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: trashslot:trashslot took 3.900 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: jei:gui ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: jei:gui took 2.000 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: jei:debug ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: jei:debug took 10.40 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: jei:forge_gui ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: jei:forge_gui took 2.500 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: visualworkbench:crafting ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: visualworkbench:crafting took 1.800 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: artifacts:main ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: artifacts:main took 1.600 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: ars_nouveau:main ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: ars_nouveau:main took 38.80 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: toolbelt:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: toolbelt:jei_plugin took 1.600 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: jade:main ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: jade:main took 1.300 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: nethersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: nethersdelight:jei_plugin took 31.80 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: create:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: create:jei_plugin took 527.3 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: justenoughprofessions:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: justenoughprofessions:jei_plugin took 29.20 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: quark:quark ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: quark:quark took 19.30 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: ars_elemental:main ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: ars_elemental:main took 16.70 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: delightful:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: delightful:jei_plugin took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: createaddition:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: createaddition:jei_plugin took 613.5 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: ad_astra:jei ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: ad_astra:jei took 35.10 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: ad_astra_giselle_addon:jei ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: ad_astra_giselle_addon:jei took 43.80 ?s
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: jei:internal ...
[11:16:56] [Render thread/INFO]: Registering recipe catalysts: jei:internal took 3.000 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: jei:minecraft ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: jei:minecraft took 8.700 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: minecraft:jeresources ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: minecraft:jeresources took 2.200 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: supplementaries:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: supplementaries:jei_plugin took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: farmersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: farmersdelight:jei_plugin took 2.000 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: curios:curios ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: curios:curios took 1.500 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: patchouli:patchouli ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: patchouli:patchouli took 2.500 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: trashslot:trashslot ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: trashslot:trashslot took 1.400 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: jei:gui ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: jei:gui took 1.200 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: jei:debug ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: jei:debug took 1.600 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: jei:forge_gui ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: jei:forge_gui took 1.100 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: visualworkbench:crafting ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: visualworkbench:crafting took 5.200 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: artifacts:main ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: artifacts:main took 1.300 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: ars_nouveau:main ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: ars_nouveau:main took 1.100 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: toolbelt:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: toolbelt:jei_plugin took 1.600 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: jade:main ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: jade:main took 1.900 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: nethersdelight:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: nethersdelight:jei_plugin took 2.600 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: create:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: create:jei_plugin took 1.700 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: justenoughprofessions:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: justenoughprofessions:jei_plugin took 1.300 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: quark:quark ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: quark:quark took 3.800 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: ars_elemental:main ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: ars_elemental:main took 2.100 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: delightful:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: delightful:jei_plugin took 23.50 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: createaddition:jei_plugin ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: createaddition:jei_plugin took 3.300 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: ad_astra:jei ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: ad_astra:jei took 2.100 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: ad_astra_giselle_addon:jei ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: ad_astra_giselle_addon:jei took 6.500 ?s
[11:16:56] [Render thread/INFO]: Registering advanced plugins: jei:internal ...
[11:16:56] [Render thread/INFO]: Registering advanced plugins: jei:internal took 3.500 ?s
[11:16:56] [Render thread/INFO]: Building recipe registry...
[11:16:56] [Render thread/INFO]: Building recipe registry took 15.49 ms
[11:16:56] [Render thread/INFO]: Registering recipes: jei:minecraft ...
[11:16:57] [Render thread/INFO]: Registering recipes: jei:minecraft took 267.2 ms
[11:16:57] [Render thread/INFO]: Registering recipes: minecraft:jeresources ...
[11:16:57] [Render thread/INFO]: Registering recipes: minecraft:jeresources took 35.14 ms
[11:16:57] [Render thread/INFO]: Registering recipes: supplementaries:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes: supplementaries:jei_plugin took 10.58 ms
[11:16:57] [Render thread/INFO]: Registering recipes: farmersdelight:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes: farmersdelight:jei_plugin took 18.80 ms
[11:16:57] [Render thread/INFO]: Registering recipes: curios:curios ...
[11:16:57] [Render thread/INFO]: Registering recipes: curios:curios took 6.800 ?s
[11:16:57] [Render thread/INFO]: Registering recipes: patchouli:patchouli ...
[11:16:57] [Render thread/INFO]: Registering recipes: patchouli:patchouli took 2.400 ?s
[11:16:57] [Render thread/INFO]: Registering recipes: trashslot:trashslot ...
[11:16:57] [Render thread/INFO]: Registering recipes: trashslot:trashslot took 3.700 ?s
[11:16:57] [Render thread/INFO]: Registering recipes: jei:gui ...
[11:16:57] [Render thread/INFO]: Registering recipes: jei:gui took 1.500 ?s
[11:16:57] [Render thread/INFO]: Registering recipes: jei:debug ...
[11:16:57] [Render thread/INFO]: Registering recipes: jei:debug took 6.400 ?s
[11:16:57] [Render thread/INFO]: Registering recipes: jei:forge_gui ...
[11:16:57] [Render thread/INFO]: Registering recipes: jei:forge_gui took 3.700 ?s
[11:16:57] [Render thread/INFO]: Registering recipes: visualworkbench:crafting ...
[11:16:57] [Render thread/INFO]: Registering recipes: visualworkbench:crafting took 2.000 ?s
[11:16:57] [Render thread/INFO]: Registering recipes: artifacts:main ...
[11:16:57] [Render thread/INFO]: Registering recipes: artifacts:main took 4.149 ms
[11:16:57] [Render thread/INFO]: Registering recipes: ars_nouveau:main ...
[11:16:57] [Render thread/INFO]: Registering recipes: ars_nouveau:main took 8.721 ms
[11:16:57] [Render thread/INFO]: Registering recipes: toolbelt:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes: toolbelt:jei_plugin took 329.0 ?s
[11:16:57] [Render thread/INFO]: Registering recipes: jade:main ...
[11:16:57] [Render thread/INFO]: Registering recipes: jade:main took 14.10 ?s
[11:16:57] [Render thread/INFO]: Registering recipes: nethersdelight:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes: nethersdelight:jei_plugin took 2.454 ms
[11:16:57] [Render thread/INFO]: Registering recipes: create:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes: create:jei_plugin took 179.4 ms
[11:16:57] [Render thread/INFO]: Registering recipes: justenoughprofessions:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes: justenoughprofessions:jei_plugin took 3.105 ms
[11:16:57] [Render thread/INFO]: Registering recipes: quark:quark ...
[11:16:57] [Render thread/INFO]: Registering recipes: quark:quark took 3.954 ms
[11:16:57] [Render thread/INFO]: Registering recipes: ars_elemental:main ...
[11:16:57] [Render thread/INFO]: Registering recipes: ars_elemental:main took 1.553 ms
[11:16:57] [Render thread/INFO]: Registering recipes: delightful:jei_plugin ...
[11:16:57] [Render thread/INFO]: Ingredients are being removed at runtime: 48 net.minecraft.world.item.ItemStack
[11:16:57] [Render thread/INFO]: Registering recipes: delightful:jei_plugin took 4.720 ms
[11:16:57] [Render thread/INFO]: Registering recipes: createaddition:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes: createaddition:jei_plugin took 2.435 ms
[11:16:57] [Render thread/INFO]: Registering recipes: ad_astra:jei ...
[11:16:57] [Render thread/INFO]: Registering recipes: ad_astra:jei took 1.947 ms
[11:16:57] [Render thread/INFO]: Registering recipes: ad_astra_giselle_addon:jei ...
[11:16:57] [Render thread/INFO]: Registering recipes: ad_astra_giselle_addon:jei took 2.412 ms
[11:16:57] [Render thread/INFO]: Registering recipes: jei:internal ...
[11:16:57] [Render thread/INFO]: Registering recipes: jei:internal took 7.100 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: jei:minecraft ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: jei:minecraft took 4.542 ms
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: minecraft:jeresources ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: minecraft:jeresources took 5.200 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: supplementaries:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: supplementaries:jei_plugin took 2.000 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: farmersdelight:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: farmersdelight:jei_plugin took 17.10 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: curios:curios ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: curios:curios took 9.000 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: patchouli:patchouli ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: patchouli:patchouli took 2.200 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: trashslot:trashslot ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: trashslot:trashslot took 1.800 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: jei:gui ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: jei:gui took 1.900 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: jei:debug ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: jei:debug took 5.800 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: jei:forge_gui ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: jei:forge_gui took 1.900 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: visualworkbench:crafting ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: visualworkbench:crafting took 23.70 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: artifacts:main ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: artifacts:main took 4.600 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: ars_nouveau:main ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: ars_nouveau:main took 2.300 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: toolbelt:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: toolbelt:jei_plugin took 1.900 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: jade:main ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: jade:main took 1.600 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: nethersdelight:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: nethersdelight:jei_plugin took 2.800 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: create:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: create:jei_plugin took 1.024 ms
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: justenoughprofessions:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: justenoughprofessions:jei_plugin took 2.500 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: quark:quark ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: quark:quark took 1.900 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: ars_elemental:main ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: ars_elemental:main took 1.600 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: delightful:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: delightful:jei_plugin took 3.000 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: createaddition:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: createaddition:jei_plugin took 1.600 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: ad_astra:jei ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: ad_astra:jei took 3.156 ms
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: ad_astra_giselle_addon:jei ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: ad_astra_giselle_addon:jei took 662.3 ?s
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: jei:internal ...
[11:16:57] [Render thread/INFO]: Registering recipes transfer handlers: jei:internal took 2.900 ?s
[11:16:57] [Render thread/INFO]: Building runtime...
[11:16:57] [Render thread/INFO]: Registering gui handlers: jei:minecraft ...
[11:16:57] [Render thread/INFO]: Registering gui handlers: jei:minecraft took 3.351 ms
[11:16:57] [Render thread/INFO]: Registering gui handlers: minecraft:jeresources ...
[11:16:57] [Render thread/INFO]: Registering gui handlers: minecraft:jeresources took 4.600 ?s
[11:16:57] [Render thread/INFO]: Registering gui handlers: supplementaries:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering gui handlers: supplementaries:jei_plugin took 2.100 ?s
[11:16:57] [Render thread/INFO]: Registering gui handlers: farmersdelight:jei_plugin ...
[11:16:57] [Render thread/INFO]: Registering gui handlers: farmersdelight:jei_plugin took 13.40 ?s
[11:16:57] [Render thread/INFO]: Registering gui handlers: curios:curios ...
[11:16:57] [Render thread/INFO]: Registering gui handlers: curios:curios took 931.2 ?s
[11:16:57] [Render thread/INFO]: Registering gui handlers: patchouli:patchouli ...
[11:16:57] [Render thread/INFO]: Registering gui handlers: patchouli:patchouli took 2.800 ?s
[11:16:57] [Render thread/INFO]: Registering gui handlers: trashslot:trashslot ...
[11:16:57] [Render thread/INFO]: Registering gui handlers: trashslot:trashslot took 727.4 ?s
[11:16:57] [Render thread/INFO]: Registering gui handlers: jei:gui ...
